,episode,step,red_action_success,red_action_type,red_action_src,red_action_dest,blue_action,blue_action_id,blue_action_target,reward
43,0,43,True,portscan,host26,server19,deploy_decoy,decoy_limit_exceeded,user_subnet1,-2.0
44,0,44,True,portscan,host26,server10,deploy_decoy,decoy_limit_exceeded,server_subnet1,-2.0
45,0,45,True,portscan,host26,server_or_host22,deploy_decoy,decoy_limit_exceeded,user_subnet2,-2.0
46,0,46,True,portscan,host26,server8,deploy_decoy,decoy_limit_exceeded,server_subnet1,-2.0
47,0,47,True,portscan,host26,server_or_host32,deploy_decoy,decoy_limit_exceeded,subnet4,-2.0
48,0,48,True,portscan,host26,server_or_host26,deploy_decoy,decoy_limit_exceeded,user_subnet2,-2.0
49,0,49,True,portscan,host26,host21,deploy_decoy,decoy_limit_exceeded,server_subnet1,-2.0
50,0,50,True,portscan,host26,server_or_host15,deploy_decoy,decoy_limit_exceeded,user_subnet2,-2.0
51,0,51,True,portscan,host26,dmz4,deploy_decoy,decoy_limit_exceeded,dmz_subnet2,-2.0
52,0,52,True,portscan,host26,server_or_host20,deploy_decoy,decoy_limit_exceeded,user_subnet2,-2.0
53,0,53,True,portscan,host26,server4,deploy_decoy,decoy_limit_exceeded,dmz_subnet,-2.0
54,0,54,True,lateral-movement,host26,server_or_host11,deploy_decoy,decoy_limit_exceeded,server_subnet2,-10.0
55,0,55,True,discovery,server_or_host11,server_or_host11,deploy_decoy,decoy_limit_exceeded,subnet4,-5.0
56,0,56,True,lateral-movement,server_or_host11,server_or_host13,deploy_decoy,decoy_limit_exceeded,user_subnet2,-10.0
57,0,57,True,discovery,server_or_host13,server_or_host13,deploy_decoy,decoy_limit_exceeded,server_subnet1,-5.0
58,0,58,True,lateral-movement,server_or_host13,server_or_host2,nothing,7022895be51e436b973f8faf520271be,,-10.0
59,0,59,True,discovery,server_or_host2,server_or_host2,deploy_decoy,decoy_limit_exceeded,user_subnet2,-5.0
60,0,60,True,lateral-movement,server_or_host2,server_or_host32,deploy_decoy,decoy_limit_exceeded,subnet4,-10.0
61,0,61,True,discovery,server_or_host32,server_or_host32,deploy_decoy,decoy_limit_exceeded,dmz_subnet,-5.0
62,0,62,True,lateral-movement,server_or_host32,host25,deploy_decoy,decoy_limit_exceeded,subnet4,-10.0
63,0,63,True,discovery,host25,host25,deploy_decoy,decoy_limit_exceeded,subnet4,-5.0
64,0,64,True,lateral-movement,host25,host22,deploy_decoy,decoy_limit_exceeded,user_subnet1,-10.0
65,0,65,True,discovery,host22,host22,deploy_decoy,decoy_limit_exceeded,subnet4,-5.0
66,0,66,True,portscan,host22,server_or_host33,deploy_decoy,decoy_limit_exceeded,dmz_subnet2,-2.0
67,0,67,True,portscan,host22,server13,deploy_decoy,decoy_limit_exceeded,user_subnet1,-2.0
68,0,68,True,lateral-movement,host22,host34,deploy_decoy,decoy_limit_exceeded,server_subnet1,-10.0
69,0,69,True,discovery,host34,host34,deploy_decoy,decoy_limit_exceeded,server_subnet2,-5.0
70,0,70,True,lateral-movement,host34,server_or_host9,deploy_decoy,decoy_limit_exceeded,dmz_subnet2,-10.0
71,0,71,True,discovery,server_or_host9,server_or_host9,deploy_decoy,decoy_limit_exceeded,subnet4,-5.0
72,0,72,True,lateral-movement,server_or_host9,server10,deploy_decoy,decoy_limit_exceeded,user_subnet1,-10.0
73,0,73,True,discovery,server10,server10,deploy_decoy,decoy_limit_exceeded,user_subnet1,-5.0
74,0,74,True,portscan,server10,server0,deploy_decoy,decoy_limit_exceeded,dmz_subnet,-2.0
75,0,75,True,portscan,server10,server14,deploy_decoy,decoy_limit_exceeded,server_subnet2,-2.0
76,0,76,True,portscan,server10,dmz15,deploy_decoy,decoy_limit_exceeded,server_subnet2,-2.0
77,0,77,True,lateral-movement,server10,dmz4,deploy_decoy,decoy_limit_exceeded,dmz_subnet,-10.0
78,0,78,True,discovery,dmz4,dmz4,remove_decoy,,,-5.0
79,0,79,True,portscan,dmz4,dmz2,deploy_decoy,decoy_limit_exceeded,subnet3,-2.0
80,0,80,True,portscan,dmz4,server5,deploy_decoy,decoy_limit_exceeded,user_subnet1,-2.0
81,0,81,True,portscan,dmz4,host30,deploy_decoy,decoy_limit_exceeded,subnet3,-2.0
82,0,82,True,portscan,dmz4,dmz12,deploy_decoy,decoy_limit_exceeded,dmz_subnet2,-2.0
83,0,83,True,lateral-movement,dmz4,server_or_host21,nothing,23d650f7562d4c5c851f1525200bf650,,-10.0
84,0,84,True,discovery,server_or_host21,server_or_host21,deploy_decoy,decoy_limit_exceeded,server_subnet2,-5.0
85,0,85,True,lateral-movement,server_or_host21,dmz2,deploy_decoy,decoy_limit_exceeded,server_subnet2,-10.0
86,0,86,True,discovery,dmz2,dmz2,nothing,fed39099582340cb9c16c627c3331a55,,-5.0
87,0,87,True,portscan,dmz2,fd6036cf9b5543c4af8b6371df1ef7ba,deploy_decoy,decoy_limit_exceeded,server_subnet1,20.0
88,0,88,True,lateral-movement,dmz2,host33,deploy_decoy,decoy_limit_exceeded,dmz_subnet,-10.0
89,0,89,True,discovery,host33,host33,deploy_decoy,decoy_limit_exceeded,dmz_subnet,-5.0
90,0,90,True,lateral-movement,host33,server13,deploy_decoy,decoy_limit_exceeded,subnet4,-10.0
91,0,91,True,discovery,server13,server13,deploy_decoy,decoy_limit_exceeded,user_subnet1,-5.0
92,0,92,True,lateral-movement,server13,dmz13,deploy_decoy,decoy_limit_exceeded,subnet3,-10.0
93,0,93,True,discovery,dmz13,dmz13,deploy_decoy,decoy_limit_exceeded,user_subnet1,-5.0
94,0,94,True,lateral-movement,dmz13,server_or_host33,deploy_decoy,decoy_limit_exceeded,server_subnet1,-10.0
95,0,95,True,discovery,server_or_host33,server_or_host33,deploy_decoy,decoy_limit_exceeded,dmz_subnet2,-5.0
96,0,96,True,lateral-movement,server_or_host33,dmz15,deploy_decoy,decoy_limit_exceeded,dmz_subnet2,-10.0
97,0,97,True,discovery,dmz15,dmz15,deploy_decoy,decoy_limit_exceeded,subnet4,-5.0
98,0,98,True,portscan,dmz15,server_or_host4,deploy_decoy,decoy_limit_exceeded,server_subnet1,-2.0
99,0,99,True,portscan,dmz15,server_or_host7,deploy_decoy,decoy_limit_exceeded,user_subnet2,-2.0
100,1,0,True,pingsweep,server_or_host54,server_or_host54,deploy_decoy,9f7b476bd0b1419e864b0b1038421d37,server_subnet2,-21.0
101,1,1,True,portscan,server_or_host54,server_or_host54,deploy_decoy,1f555a640e52456088461b15be1cac51,user_subnet2,-22.0
102,1,2,True,discovery,server_or_host54,server_or_host54,nothing,ecab11d1427c46cab72df6d983ec240f,,-5.0
103,1,3,True,portscan,server_or_host54,server_or_host56,deploy_decoy,e552cf52842a435ab9499554e04c8bdd,server_subnet2,-22.0
104,1,4,True,portscan,server_or_host54,server_or_host52,deploy_decoy,7e70375299b54f06a921700a9703fd5d,server_subnet1,-22.0
105,1,5,True,portscan,server_or_host54,server_or_host67,deploy_decoy,1df8c8043f23456d878bbe5f771eb86a,server_subnet2,-22.0
106,1,6,True,portscan,server_or_host54,server_or_host50,deploy_decoy,decoy_limit_exceeded,dmz_subnet2,-2.0
107,1,7,True,portscan,server_or_host54,server_or_host37,deploy_decoy,decoy_limit_exceeded,subnet3,-2.0
108,1,8,True,portscan,server_or_host54,server_or_host43,deploy_decoy,decoy_limit_exceeded,dmz_subnet2,-2.0
109,1,9,True,portscan,server_or_host54,server_or_host45,deploy_decoy,decoy_limit_exceeded,dmz_subnet,-2.0
110,1,10,True,portscan,server_or_host54,server_or_host48,deploy_decoy,decoy_limit_exceeded,dmz_subnet,-2.0
111,1,11,True,portscan,server_or_host54,server_or_host57,deploy_decoy,decoy_limit_exceeded,subnet3,-2.0
112,1,12,True,portscan,server_or_host54,server_or_host68,deploy_decoy,decoy_limit_exceeded,dmz_subnet2,-2.0
113,1,13,True,portscan,server_or_host54,server_or_host51,deploy_decoy,decoy_limit_exceeded,subnet3,-2.0
114,1,14,True,lateral-movement,server_or_host54,server_or_host57,deploy_decoy,decoy_limit_exceeded,user_subnet2,-10.0
115,1,15,True,discovery,server_or_host57,server_or_host57,deploy_decoy,decoy_limit_exceeded,dmz_subnet,-5.0
116,1,16,True,lateral-movement,server_or_host57,server_or_host68,deploy_decoy,decoy_limit_exceeded,subnet3,-10.0
117,1,17,True,discovery,server_or_host68,server_or_host68,deploy_decoy,decoy_limit_exceeded,user_subnet2,-5.0
118,1,18,True,portscan,server_or_host68,server_or_host63,deploy_decoy,decoy_limit_exceeded,user_subnet1,-2.0
119,1,19,True,portscan,server_or_host68,server_or_host61,remove_decoy,,,-2.0
120,1,20,True,portscan,server_or_host68,server_or_host44,deploy_decoy,decoy_limit_exceeded,user_subnet2,-2.0
121,1,21,True,lateral-movement,server_or_host68,server_or_host43,deploy_decoy,decoy_limit_exceeded,user_subnet1,-10.0
122,1,22,True,discovery,server_or_host43,server_or_host43,deploy_decoy,decoy_limit_exceeded,user_subnet1,-5.0
123,1,23,True,lateral-movement,server_or_host43,server_or_host37,deploy_decoy,decoy_limit_exceeded,subnet4,-10.0
124,1,24,True,discovery,server_or_host37,server_or_host37,deploy_decoy,decoy_limit_exceeded,dmz_subnet,-5.0
